Image_Width,Image_Height, canny_time,vertical_time,horizontal_time,mean_time,Canny_flops,Canny_bytes,vertical_flops,vertical_bytes ,horizontal_flops,horizontal_bytes,mean_flops,mean_bytes,d2h_size_MB,d2h_time,h2d_size_mb,h2d_time
1024,1024,13.006592,9.560576,8.18208,1.013344,517996544,12582912,2097152,4196352,248.7010226,523.4152293,75497472,26214400,16,1.973376,4,10.093248
1024,1024,12.971712,9.539072,8.187456,1.01088,517996544,12582912,2097152,4196352,247.4761895,520.8958029,75497472,26214400,16,1.97312,4,9.329184
1024,1024,13.202656,9.538528,8.176928,1.014272,517996544,12582912,2097152,4196352,251.8678079,530.1409277,75497472,26214400,16,1.770944,4,8.535456
1024,1024,12.266656,9.642336,8.183616,1.010976,517996544,12582912,2097152,4196352,236.5584375,497.650187,75497472,26214400,16,1.794656,4,8.533472
1024,1024,11.416672,9.590048,8.182304,1.011008,517996544,12582912,2097152,4196352,218.972865,460.7790739,75497472,26214400,16,1.927232,4,9.304544
1024,1024,12.262304,9.521504,8.19872,1.010624,517996544,12582912,2097152,4196352,233.5111532,491.5469143,75497472,26214400,16,2.032832,4,8.609632
1024,1024,12.971616,9.535072,8.153888,1.012768,517996544,12582912,2097152,4196352,247.370585,520.6844021,75497472,26214400,16,1.756032,4,8.505376
1024,1024,12.04624,9.538432,8.169088,1.010144,517996544,12582912,2097152,4196352,229.8044822,483.7014444,75497472,26214400,16,1.97264,4,10.085568
1024,1024,13.195488,9.550368,8.187136,1.012928,517996544,12582912,2097152,4196352,252.0435327,530.4780414,75497472,26214400,16,1.761568,4,8.522016
1024,1024,13.007264,9.6408,8.150144,1.012544,517996544,12582912,2097152,4196352,250.8008615,527.6162511,75497472,26214400,16,1.770944,4,8.513536
1024,1024,12.989056,9.641248,8.16512,1.009664,517996544,12582912,2097152,4196352,250.4614204,526.9009527,75497472,26214400,16,1.833536,4,8.637376
1024,1024,11.845408,9.549152,8.197984,1.012096,517996544,12582912,2097152,4196352,226.227203,476.145222,75497472,26214400,16,1.950336,4,9.3696
1024,1024,13.024768,9.577216,8.1544,1.009792,517996544,12582912,2097152,4196352,249.482033,525.0136019,75497472,26214400,16,2.099232,4,10.139136
1024,1024,12.778848,9.532096,8.160576,1.011584,517996544,12582912,2097152,4196352,243.6184118,512.7945196,75497472,26214400,16,1.830624,4,8.50736
1024,1024,12.834624,9.539584,8.204064,1.012096,517996544,12582912,2097152,4196352,244.8739475,515.417143,75497472,26214400,16,1.941344,4,9.413536
1024,1024,12.192192,9.6296,8.163008,1.0112,517996544,12582912,2097152,4196352,234.8118642,494.0081123,75497472,26214400,16,2.079904,4,10.09504
1024,1024,12.297376,9.574432,8.182848,1.010016,517996544,12582912,2097152,4196352,235.4807806,495.5563132,75497472,26214400,16,1.961152,4,9.268672
1024,1024,11.449024,9.643616,8.157184,1.011072,517996544,12582912,2097152,4196352,220.8199821,464.5380121,75497472,26214400,16,2.002048,4,10.744128
1024,1024,11.487584,9.560672,8.185376,1.012672,517996544,12582912,2097152,4196352,219.6580454,462.2912588,75497472,26214400,16,1.955392,4,9.308512
1024,1024,12.221504,9.571328,8.181216,1.013344,517996544,12582912,2097152,4196352,233.9520469,492.3471017,75497472,26214400,16,2.099136,4,10.1152
1024,1024,12.244544,9.558304,8.1664,1.01104,517996544,12582912,2097152,4196352,234.0741478,492.6373836,75497472,26214400,16,2.102624,4,10.787488
2048,2048,39.836224,22.982496,17.861984,4.018912,2071986176,50331648,8388608,16781312,1831.071717,3741.815883,301989888,104857600,64,7.23296,16,37.940414
2048,2048,39.832287,22.96192,17.921057,4.016992,2071986176,50331648,8388608,16781312,1829.251575,3738.167724,301989888,104857600,64,7.376192,16,40.91328
2048,2048,39.807968,22.990721,17.889631,4.015296,2071986176,50331648,8388608,16781312,1830.427772,3740.471479,301989888,104857600,64,6.145536,16,36.735935
2048,2048,39.972862,22.979103,17.901728,4.014752,2071986176,50331648,8388608,16781312,1837.081026,3754.107776,301989888,104857600,64,6.1952,16,35.506462
2048,2048,39.879295,22.983583,17.925056,4.018976,2071986176,50331648,8388608,16781312,1833.138173,3746.034936,301989888,104857600,64,7.23408,16,37.756226
2048,2048,39.932705,22.972095,17.90288,4.018112,2071986176,50331648,8388608,16781312,1834.675786,3749.216981,301989888,104857600,64,6.091648,16,32.168415
2048,2048,40.31472,22.993984,17.901855,4.018144,2071986176,50331648,8388608,16781312,1853.992053,3788.613547,301989888,104857600,64,6.101248,16,32.184929
2048,2048,39.96909,23.00544,17.925856,4.019552,2071986176,50331648,8388608,16781312,1839.013004,3757.964187,301989888,104857600,64,7.387808,16,40.710976
2048,2048,42.577503,22.961857,17.893951,4.017792,2071986176,50331648,8388608,16781312,1955.317071,3995.789147,301989888,104857600,64,6.169056,16,32.172863
2048,2048,40.012383,22.991936,17.899328,4.015744,2071986176,50331648,8388608,16781312,1839.924298,3759.873363,301989888,104857600,64,7.391936,16,40.889473
2048,2048,39.268864,22.951391,17.893696,4.015904,2071986176,50331648,8388608,16781312,1802.550104,3683.637935,301989888,104857600,64,7.323424,16,40.675678
2048,2048,43.365986,22.987841,17.850657,4.018688,2071986176,50331648,8388608,16781312,1993.780782,4074.293536,301989888,104857600,64,6.06752,16,32.159554
2048,2048,42.062111,22.9568,17.912031,4.015936,2071986176,50331648,8388608,16781312,1931.22294,3946.570101,301989888,104857600,64,7.389664,16,41.203712
2048,2048,43.007935,22.982368,17.918495,4.014688,2071986176,50331648,8388608,16781312,1976.848378,4039.712626,301989888,104857600,64,6.119584,16,42.322239
2048,2048,39.958782,22.984097,17.917601,4.019104,2071986176,50331648,8388608,16781312,1836.833043,3753.58365,301989888,104857600,64,7.383584,16,40.970016
2048,2048,40.043743,22.972639,17.944799,4.017856,2071986176,50331648,8388608,16781312,1839.820904,3759.729295,301989888,104857600,64,7.374944,16,38.596226
2048,2048,41.959904,22.965696,17.902496,4.016352,2071986176,50331648,8388608,16781312,1927.276799,3938.473406,301989888,104857600,64,6.202528,16,32.166401
2048,2048,39.312832,22.985697,17.923937,4.018432,2071986176,50331648,8388608,16781312,1807.265689,3693.157042,301989888,104857600,64,7.373568,16,40.962814
2048,2048,40.025536,22.975103,17.905792,4.019616,2071986176,50331648,8388608,16781312,1839.181624,3758.414321,301989888,104857600,64,6.071008,16,32.200993
2048,2048,42.669601,22.972897,17.896671,4.017248,2071986176,50331648,8388608,16781312,1960.488698,4006.316597,301989888,104857600,64,7.384896,16,37.575394
2048,2048,42.656895,22.94224,17.893215,4.018624,2071986176,50331648,8388608,16781312,1957.289445,3999.892681,301989888,104857600,64,6.777184,16,37.903008
2048,2048,39.282143,23.036512,17.941952,4.015488,2071986176,50331648,8388608,16781312,1809.847117,3698.25852,301989888,104857600,64,7.362496,16,40.705952
