Image_Width,Image_Height, canny_time,vertical_time,horizontal_time,mean_time,Canny_flops,Canny_bytes,vertical_flops,vertical_bytes ,horizontal_flops,horizontal_bytes,mean_flops,mean_bytes,d2h_size_MB,d2h_time,h2d_size_mb,h2d_time
512,512,4.858144,3.963648,3.84032,0.262688,129499136,3145728,524288,1049600,38.5119455,86.740179,18874368,6553600,4,0.684224,1,2.832672
512,512,4.821824,3.955936,3.84224,0.263616,129499136,3145728,524288,1049600,38.14965429,85.94295659,18874368,6553600,4,0.717184,1,3.109376
512,512,5.360992,4.0048,3.84544,0.26592,129499136,3145728,524288,1049600,42.93940152,96.60078705,18874368,6553600,4,0.66864,1,2.68144
512,512,4.839616,3.952672,3.842848,0.263904,129499136,3145728,524288,1049600,38.25882931,86.19689062,18874368,6553600,4,0.673568,1,2.837376
512,512,5.444,3.954144,3.84576,0.26352,129499136,3145728,524288,1049600,43.05271987,96.99343974,18874368,6553600,4,0.730784,1,3.299648
512,512,5.382112,3.972928,3.854784,0.264768,129499136,3145728,524288,1049600,42.76548693,96.29519786,18874368,6553600,4,0.727392,1,3.257632
512,512,4.907776,3.958624,3.844384,0.264608,129499136,3145728,524288,1049600,38.85607972,87.52771144,18874368,6553600,4,0.724608,1,3.264864
512,512,4.827552,3.956224,3.856832,0.262656,129499136,3145728,524288,1049600,38.19775417,86.05061233,18874368,6553600,4,0.650496,1,2.693696
512,512,4.81088,3.973312,3.840128,0.264544,129499136,3145728,524288,1049600,38.23025447,86.08226894,18874368,6553600,4,0.839808,1,3.645696
512,512,5.26736,3.987904,3.842464,0.264224,129499136,3145728,524288,1049600,42.01145203,94.55762405,18874368,6553600,4,0.694432,1,2.732832
512,512,5.368384,3.975072,3.840512,0.265472,129499136,3145728,524288,1049600,42.67942585,96.09561969,18874368,6553600,4,0.664224,1,2.749056
512,512,4.99744,3.957536,3.84128,0.26288,129499136,3145728,524288,1049600,39.55509742,89.10507483,18874368,6553600,4,0.735552,1,3.275776
512,512,5.421408,3.995168,3.848448,0.264864,129499136,3145728,524288,1049600,43.31887151,97.48055903,18874368,6553600,4,0.670368,1,2.639264
512,512,4.894976,3.974656,3.850048,0.262656,129499136,3145728,524288,1049600,38.91169146,87.61333491,18874368,6553600,4,0.689216,1,2.813984
512,512,5.322176,3.963552,3.838336,0.263872,129499136,3145728,524288,1049600,42.18944266,95.02323732,18874368,6553600,4,0.65072,1,2.662464
512,512,4.9224,3.961344,3.846176,0.26256,129499136,3145728,524288,1049600,38.99863941,87.84207882,18874368,6553600,4,0.723808,1,3.272096
512,512,5.329696,3.966112,3.834144,0.264032,129499136,3145728,524288,1049600,42.27634252,95.21207705,18874368,6553600,4,0.72352,1,3.267232
512,512,5.093856,3.966272,3.849696,0.264384,129499136,3145728,524288,1049600,40.40723685,91.0021857,18874368,6553600,4,0.724192,1,3.272096
512,512,5.33616,3.96192,3.835968,0.264032,129499136,3145728,524288,1049600,42.28287805,95.23807611,18874368,6553600,4,0.658048,1,2.64176
512,512,5.001888,3.989952,3.854336,0.263456,129499136,3145728,524288,1049600,39.91458606,89.83294812,18874368,6553600,4,0.728128,1,3.263904
512,512,4.962048,3.9568,3.846016,0.26432,129499136,3145728,524288,1049600,39.26766305,88.45942211,18874368,6553600,4,0.656928,1,2.427328
512,512,4.408192,3.967776,3.843488,0.263392,129499136,3145728,524288,1049600,34.98143684,78.77925768,18874368,6553600,4,0.662208,1,2.689568
512,512,4.820768,3.969792,3.843904,0.261984,129499136,3145728,524288,1049600,38.27489248,86.19132096,18874368,6553600,4,0.649376,1,2.665536
512,512,4.953728,3.975168,3.845856,0.263968,129499136,3145728,524288,1049600,39.38380205,88.67506011,18874368,6553600,4,0.656512,1,2.6832
512,512,4.857792,3.959232,3.845088,0.262528,129499136,3145728,524288,1049600,38.46625107,86.64808614,18874368,6553600,4,0.739072,1,3.258016
512,512,4.87792,4.000736,3.84672,0.264384,129499136,3145728,524288,1049600,39.0305403,87.8169206,18874368,6553600,4,0.657984,1,2.829536
512,512,5.365024,4.01792,3.848704,0.265216,129499136,3145728,524288,1049600,43.11247446,96.95499692,18874368,6553600,4,0.677632,1,2.844832
512,512,5.26976,3.975552,3.82624,0.264512,129499136,3145728,524288,1049600,41.90040982,94.34033963,18874368,6553600,4,0.66624,1,2.843968
1024,1024,12.030144,9.599712,8.18528,1.010048,517996544,12582912,2097152,4196352,230.9718354,486.0039589,75497472,26214400,16,1.806016,4,9.301696
1024,1024,12.183648,9.551328,8.183776,1.011584,517996544,12582912,2097152,4196352,232.7400366,489.8473691,75497472,26214400,16,2.09088,4,10.121216
1024,1024,12.268288,9.536544,8.16512,1.01072,517996544,12582912,2097152,4196352,233.9941366,492.5248493,75497472,26214400,16,1.760864,4,8.550464
1024,1024,12.767008,9.648064,8.147488,1.010304,517996544,12582912,2097152,4196352,246.3538205,518.2416571,75497472,26214400,16,2.123328,4,10.73632
1024,1024,12.129216,9.56224,8.164928,1.011584,517996544,12582912,2097152,4196352,231.9649488,488.1883296,75497472,26214400,16,1.830752,4,9.312512
1024,1024,12.095552,9.61632,8.147584,1.007904,517996544,12582912,2097152,4196352,232.6293972,489.4498984,75497472,26214400,16,2.09472,4,10.130016
1024,1024,13.181632,9.562592,8.192,1.014752,517996544,12582912,2097152,4196352,252.1011374,530.5655388,75497472,26214400,16,1.765248,4,8.571296
1024,1024,12.19504,9.551808,8.156672,1.010688,517996544,12582912,2097152,4196352,232.9693613,490.3288025,75497472,26214400,16,1.938848,4,9.319264
1024,1024,13.13488,9.577152,8.196896,1.01264,517996544,12582912,2097152,4196352,251.5894845,529.448729,75497472,26214400,16,1.777536,4,9.405504
1024,1024,12.712768,9.564896,8.201824,1.01296,517996544,12582912,2097152,4196352,243.1926076,511.8107512,75497472,26214400,16,2.087584,4,10.119968
